conv_id,turn_id,role,word,speaker_id,duration_min
545,49,buyer,Sure What about 2:27 Let's go halfway here,0,10.3
545,50,seller,Who to 27 Mm Because like you know in making this move I'm also sort of trying to prepare for other housing with my family Well hearing on what you say with the more square feet um three fireplaces and the three bathrooms,1,10.3
545,51,buyer,Yeah,0,10.3
545,52,seller,"Um One thing I also really appreciate Um I'm not quite sure what your family dynamic is like but I mean for us I'm still rather young and then my parents um slightly like of an earlier the whole split level style has been really interesting Um where a family of four And so I really like that dynamic of privacy and that Not all the bathrooms I'm sorry not all the bedrooms are upstairs we have my brother's bedroom is downstairs and then the master bedroom and the other two are upstairs But there's been something about this split level Also still within being a smaller space where it feels like despite the lack of square feet there's enough room in the house for people to really carve out their own spaces And so despite yeah I guess like the differences are more bathrooms and like the three fireplaces of like being more recreational and adding to the atmosphere I think there's there's something special you can find in the corner of this house for everyone and for sure it's a fixer upper I won't deny any of that And I'm really sorry you couldn't find a lower quota for the flooring because that's super important to you know sort of building those like concrete structures and like feelings of stability Um All of this is to say would I be able to push you for a little higher maybe Let's say what was the last thing he said to 27 let's say like 200 85,000",1,10.3
545,53,buyer,285,0,10.3
545,54,seller,Mhm,1,10.3
545,55,buyer,But you're asking price was 2:40,0,10.3
545,56,seller,Oh my God wait hold on let me,1,10.3
545,57,buyer,Oh,0,10.3
545,58,seller,do math when we do math Wait so sorry you said to 27 sorry 200,1,10.3
545,59,buyer,"yes $287,000",0,10.3
545,60,seller,20 Yes Yes Oh my God Okay 228 500 I think that's what I meant to say So Very sorry,1,10.3
545,61,buyer,"Okay You know what how about how about we just do a flat to 28,000",0,10.3
545,62,seller,"2 28,000",1,10.3
545,63,buyer,"228,000 And honestly",0,10.3
545,64,seller,Yeah,1,10.3
545,65,buyer,"I think that's fair given the other one selling at 233,000 more square feet more amenities less of a fixer upper And that's just a difference of 5000 And I'm willing to take you know a little bit of loss on the cost comparison with that house just because I love this one so much more We my I have two daughters Um And then I have my my parents that are also we're also looking because we like the split level as well because it's me and my husband my two daughters and then my my in laws So my husband's um mother and his father as well We're looking to also house them because they are getting older Um So the split level for us it's just it's perfect because we have the you know in laws on one level we have the kids and then we have us So",0,10.3
545,66,seller,Mhm,1,10.3
545,67,buyer,we really liked that split level style Um But you know 2 to 28 is pushing it but we can do it it's within our budget Um It's just you know going up going up a little bit more it's just a little bit difficult you know we're in tough times right now to um so to 28 is Probably my final offer and I'm hoping that you can bring it down from that 500 so that we can get this deal done,0,10.3
545,68,seller,Yeah You know what I'm very comfortable with,1,10.3
545,69,buyer,Uh,0,10.3
545,70,seller,the 2,1,10.3
545,71,buyer,huh,0,10.3
545,72,seller,28 taking,1,10.3
545,73,buyer,Right,0,10.3
545,74,seller,into account sort of all the other expenses your family will be needing at the end of the day,1,10.3
546,0,seller,So I guess that could he send us So Hello Yeah,1,14.519
546,1,buyer,Hi,0,14.519
546,2,seller,Um Get to negotiate about part of the houses,1,14.519
546,3,buyer,Yes,0,14.519
546,4,seller,Do you want to go first I'm not really sure,1,14.519
546,5,buyer,Um Sure Yeah Okay so I see That the asking price is 2:40,0,14.519
546,6,seller,Mhm,1,14.519
546,7,buyer,Um And I was actually wondering if there would be a way we can lower it just a little bit Um,0,14.519
546,8,seller,Mhm,1,14.519
546,9,buyer,My ballpark is generally in that range but I have some things you know I have a lot of student loan debt I'm trying to start a family and with that being said I was hoping we could potentially lower the price of the house,0,14.519
546,10,seller,Yeah,1,14.519
546,11,buyer,What would there be another offer that you would be okay with,0,14.519
546,12,seller,Um To me I don't really really really know Um Okay I don't think there will be another half of me It's like um I think it was like a for better or whatever I don't remember,1,14.519
546,13,buyer,Um,0,14.519
546,14,seller,I don't know I believe pop up my laptop I,1,14.519
546,15,buyer,Yep,0,14.519
546,16,seller,lost him,1,14.519
546,17,buyer,It's four bedrooms,0,14.519
546,18,seller,Okay For them Yeah But I don't think it would need to be lower because for me it's like a nice and plus it's got a big master of the room and a large a large standing room It's like basically like a big space,1,14.519
546,19,buyer,Okay Um The fact that it's what level style does that have any factor to play into it,0,14.519
546,20,seller,Um I don't know,1,14.519
546,21,buyer,Um,0,14.519
546,22,seller,I don't really have a thing to look at so I can like you know,1,14.519
546,23,buyer,Mhm,0,14.519
546,24,seller,But all I remember is that it's basically a big species With like like a few sort of four bedroom right,1,14.519
546,25,buyer,Mhm,0,14.519
546,26,seller,Like a four bedroom I mean it seems like it's like a nice place to stay in like a big house if you want to have a big family and stuff,1,14.519
546,27,buyer,Yeah I did notice,0,14.519
546,28,seller,Thank,1,14.519
546,29,buyer,that,0,14.519
546,30,seller,you,1,14.519
546,31,buyer,there is a detached garage I know um,0,14.519
546,32,seller,Yeah,1,14.519
546,33,buyer,In my situation I was looking for a house where the garage is directly attached,0,14.519
546,34,seller,Yeah,1,14.519
546,35,buyer,Um So,0,14.519
546,36,seller,I,1,14.519
546,37,buyer,that's,0,14.519
546,38,seller,mean,1,14.519
546,39,buyer,kind of like I'm a little leery about it,0,14.519
546,40,seller,yeah it's like it's like a reasonable like house to buy like if someone wants a garage to put her car in inside to put it like you know like and like on the road or something,1,14.519
546,41,buyer,Yeah I just figured it would be more convenient for the garage to be attached So when I have Children they'll have a place to play and I,0,14.519
546,42,seller,Yeah,1,14.519
546,43,buyer,won't have to worry about them you know staring off or not knowing where they are,0,14.519
546,44,seller,Yeah Sorry um What,1,14.519
546,45,buyer,That's,0,14.519
546,46,seller,are you,1,14.519
546,47,buyer,okay,0,14.519
546,48,seller,saying Um,1,14.519
546,49,buyer,Yeah,0,14.519
546,50,seller,Yeah I think it'll be a reasonable house because the price is good and plus if you went plus if you have cars and like you have a lot of like a big family and stuff,1,14.519
546,51,buyer,absolutely,0,14.519
546,52,seller,and don't Yeah it's kind of like a like a mansion kind of,1,14.519
546,53,buyer,you're not wrong,0,14.519
546,54,seller,Yeah,1,14.519
546,55,buyer,Uh huh The house does seem a little older though since it was made in 1947,0,14.519
546,56,seller,Yeah I mean it's still price all,1,14.519
546,57,buyer,so because it is an older house and the garage isn't attached there would be no way to lower the price of of what you're offering,0,14.519
546,58,seller,Yeah Mhm Yes,1,14.519
546,59,buyer,Mhm,0,14.519
546,60,seller,Yeah Yeah exactly In night did it say anything about a backyard,1,14.519
546,61,buyer,Uh huh,0,14.519
546,62,seller,Okay so basically yeah if someone has like kids like that and they have a big backyard with a pool or playground set Okay,1,14.519
546,63,buyer,That is TRUE,0,14.519
546,64,seller,that is always good to her too I've,1,14.519
546,65,buyer,mm,0,14.519
546,66,seller,also like more well more or less the same,1,14.519
546,67,buyer,Yeah,0,14.519
546,68,seller,It is I just lost the thing I don't know But yeah,1,14.519
546,69,buyer,Okay,0,14.519
546,70,seller,I think it would be a reasonable house for like someone a pie But you know it's my point of view It takes like months in like months of them buy a house that they really want a house because like it depends on their budget and almost they want to spend,1,14.519
546,71,buyer,that is TRUE,0,14.519
546,72,seller,It's like yeah it's kind of like hard you know,1,14.519
546,73,buyer,Yeah so I did see The last time someone bought the house they bought it for 2:39,0,14.519
546,74,seller,Yeah,1,14.519
546,75,buyer,Um Yeah yeah and the square feet is actually smaller now than it was then So the square feet was um 1920 and now it's 1846,0,14.519
546,76,seller,Yeah Well it's kind of like smaller but Yeah Well I mean yeah I mean it's kind of about responsibly probably a little bigger They probably wanted to arrange you,1,14.519
546,77,buyer,mm Well given that the square the square feet is smaller um,0,14.519
546,78,seller,Yeah,1,14.519
546,79,buyer,that would seem like a reason to maybe bump down the price just a little bit because in this case,0,14.519
546,80,seller,Mhm,1,14.519
546,81,buyer,you would be overcharging since the person paid just a little bit lower for more square footage,0,14.519
546,82,seller,Yeah and it's like easy early there's like two fireplaces in the house and like they says in it there's like um run restaurants and transportation from walking is um walking distance,1,14.519
546,83,buyer,Mhm,0,14.519
546,84,seller,So that's always good because people do like that People like to be closed by two things like you know restaurants stores and so that,1,14.519
546,85,buyer,It is TRUE,0,14.519
546,86,seller,and like newly decorating like you know like new stuff like new floor and the walls That's always good to do for people,1,14.519
546,87,buyer,"Absolutely Yeah I was hoping to use the original space um The 1220 square feet to build an in law apartment but now because it's 1,846 sq ft I don't know if I'd be able to do that now",0,14.519
546,88,seller,Yeah,1,14.519
546,89,buyer,so maybe if we did agree to lower the price a little bit I can you know use that extra money to actually build that in law apartment um,0,14.519
546,90,seller,Um,1,14.519
546,91,buyer,for my mom so she can move in with me so I can take care of her,0,14.519
546,92,seller,Yeah usually when the prices down it's always better and cheaper for the person because it depends on what our budget they need for in our budget,1,14.519
546,93,buyer,Mhm,0,14.519
546,94,seller,I created with the same thing though because it's like that probably you're like all those prices too high,1,14.519
546,95,buyer,Yeah Not by much,0,14.519
546,96,seller,Oh,1,14.519
546,97,buyer,it's a little over my budget,0,14.519
546,98,seller,yeah I mean some people don't like small places like it's too small I can't move around or like you have too much stuff,1,14.519
546,99,buyer,No Absolutely yeah I was just hoping to find something with a little more square feet Um,0,14.519
546,100,seller,Yeah,1,14.519
546,101,buyer,I mean this house is perfect it's everything that I want it's just a little smaller than I was expecting Um,0,14.519
546,102,seller,I mean,1,14.519
546,103,buyer,And I really want to build that in law apartment so,0,14.519
546,104,seller,four Grand Room four bedrooms in the law But like you need like a big family for that like you know,1,14.519
546,105,buyer,Yeah Yeah definitely And I have I have a lot of family out of state so I would be using those extra bedrooms to house them when they come and visit,0,14.519
546,106,seller,Yeah,1,14.519
546,107,buyer,Um So the bedrooms,0,14.519
546,108,seller,Cool,1,14.519
546,109,buyer,will definitely be used,0,14.519
546,110,seller,Mhm,1,14.519
546,111,buyer,It's not like I wouldn't be utilizing any,0,14.519
546,112,seller,Just,1,14.519
546,113,buyer,of those,0,14.519
546,114,seller,usually like as a guest room or something,1,14.519
546,115,buyer,Mhm,0,14.519
546,116,seller,it's always a guest room and then like it says a large eat in kitchen That's always good because large and gets you when you have a big family coming over Mm,1,14.519
546,117,buyer,Absolutely,0,14.519
546,118,seller,they got a beautiful lenses keeping That's always good,1,14.519
546,119,buyer,Mhm,0,14.519
546,120,seller,You know So you relax and you know,1,14.519
546,121,buyer,Absolutely,0,14.519
546,122,seller,fenced backyard Always good to and plus when you have like dogs they always like to roam around,1,14.519
546,123,buyer,Yeah,0,14.519
546,124,seller,There's like a I statistic different listening on the bottom,1,14.519
546,125,buyer,and I would definitely be interested in getting um a bigger vehicle for,0,14.519
546,126,seller,Oh yeah,1,14.519
546,127,buyer,you know my kids and my extended family So,0,14.519
546,128,seller,Yeah,1,14.519
546,129,buyer,if we did bump down the price a little bit I can use that towards getting you know a new suv or a new car for everybody,0,14.519
546,130,seller,Yeah Yeah Always good to have a break of car must really have a family like that because then you don't have to worry about it,1,14.519
546,131,buyer,So putting into the factors of you know it's the square feet isn't as big as I was expecting and,0,14.519
546,132,seller,Mhm,1,14.519
546,133,buyer,you know I could use the other funds to build an in law apartment or get a new car I mean would there be any wiggle room to move to lower the price Just a little bit,0,14.519
546,134,seller,Yeah I mean to me I think well one thing I went right to have issues with is like why is there going to have two fireplaces,1,14.519
546,135,buyer,Yeah,0,14.519
546,136,seller,Doesn't look really two fireplaces Is there like one in the master bedroom,1,14.519
546,137,buyer,or in the basement or I'm not sure,0,14.519
546,138,seller,Yeah I mean one fire place is good enough for like a living room and stuff but,1,14.519
546,139,buyer,Yeah,0,14.519
546,140,seller,no no I just don't look right,1,14.519
546,141,buyer,Maybe one of them isn't working,0,14.519
546,142,seller,Yeah,1,14.519
546,143,buyer,it's just there for decoration,0,14.519
546,144,seller,Yeah Yeah And to 2.5 bathrooms so I'm guessing there's a bathroom probably downstairs and it's probably,1,14.519
546,145,buyer,Yeah,0,14.519
546,146,seller,one bathroom,1,14.519
546,147,buyer,Yeah So seeing as it sold for 2 39 with more square feet knowing that there's,0,14.519
546,148,seller,Mhm,1,14.519
546,149,buyer,less square feet it would probably be logical to sell it for a little lower than even to 39 knowing that there's,0,14.519
546,150,seller,Mhm,1,14.519
546,151,buyer,less square feet available,0,14.519
546,152,seller,Oh yeah,1,14.519
546,153,buyer,So what,0,14.519
546,154,seller,Yeah,1,14.519
546,155,buyer,other offers would you like to bring to the table,0,14.519
546,156,seller,Um I'd rather keep the price lower,1,14.519
546,157,buyer,Lower than 2 40,0,14.519
546,158,seller,Yeah because if you keep the first lower somebody will buy it Probably,1,14.519
546,159,buyer,Yeah So what what would you be willing to offer for a price,0,14.519
546,160,seller,"mm I don't really know Um Probably like 21,300",1,14.519
546,161,buyer,"2,00,000",0,14.519
546,162,seller,Yeah,1,14.519
546,163,buyer,Okay How about 2 20,0,14.519
546,164,seller,Yeah I go go do that too,1,14.519
548,0,buyer,Uh huh,0,12.034
548,1,seller,Hi how are you doing today,1,12.034
548,2,buyer,I'm doing well how,0,12.034
548,3,seller,I'm,1,12.034
548,4,buyer,are you,0,12.034
548,5,seller,good Could you remind me of your name,1,12.034
548,6,buyer,Um I don't think we're giving you,0,12.034
548,7,seller,Oh Oh the fake never mind a fake name for me to refer to you by I suppose,1,12.034
548,8,buyer,um Murphy,0,12.034
548,9,seller,Norby You said Murray,1,12.034
548,10,buyer,Murray,0,12.034
548,11,seller,Nice to meet you Murray I'm I'm Morrison,1,12.034
548,12,buyer,hardware,0,12.034
548,13,seller,Yeah,1,12.034
548,14,buyer,store,0,12.034
548,15,seller,How how have you been enjoying your time in the area How any fun plans for the weekend,1,12.034
548,16,buyer,Um You know just uh Scouting around Centerville looking at like restaurants getting a little bit more familiar with the area I'm trying to imagine what it might look like to live here,0,12.034
548,17,seller,That's awesome Marie I'm I'm so glad to have you been liking the area I mean the restaurants and stuff What's your favorite place to go,1,12.034
548,18,buyer,Um I actually have not eaten anywhere yet Where would you recommend,0,12.034
548,19,seller,You know there's this great Indian place called Chula not too far from here It's like 10 minutes from the house Um I highly encourage they have like this amazing premier and I don't know I honestly like I can't handle spicy foods but like that It's worth it It's worth,1,12.034
548,20,buyer,Uh,0,12.034
548,21,seller,it,1,12.034
548,22,buyer,huh,0,12.034
548,23,seller,Are you moving your,1,12.034
548,24,buyer,Crew,0,12.034
548,25,seller,family,1,12.034
548,26,buyer,Cool Cool definitely,0,12.034
548,27,seller,Oh,1,12.034
548,28,buyer,point,0,12.034
548,29,seller,I'm,1,12.034
548,30,buyer,the,0,12.034
548,31,seller,sorry,1,12.034
548,32,buyer,list I said definitely will put on the list of things to,0,12.034
548,33,seller,Yes,1,12.034
548,34,buyer,try,0,12.034
548,35,seller,yes Um are you moving here with family You can bring them there too,1,12.034
548,36,buyer,Um So I have a couple of different um ideas of of what I might do with the property not sure if I want to live here part time Um Or maybe uh flip ville apartment Um And uh maybe rent it out Um Because I have previous experience with turning beautiful locations like these into affordable housing units,0,12.034
548,37,seller,Okay,1,12.034
548,38,buyer,And so I thought maybe something cool to try to do in this area,0,12.034
548,39,seller,Yeah I'm you know that's really exciting I think that would be a great way to beautify the area um as you know I um I'm looking to sell um what what kind of range are you looking for in terms of purchasing this house You can you know tell me a little bit about what you're thinking and what you want,1,12.034
548,40,buyer,Um So I mentioned about uh potentially making a rental unit especially because it has so much space um And uh it's a split level style which,0,12.034
548,41,seller,Yeah,1,12.034
548,42,buyer,"I think uh lends itself to easily being um separate spaces with all the bedrooms and the bathrooms Um And it's really like has a lot of character Um I feel like for something that wasn't built all that long ago Um And yeah so I think I think the price that you have here is somewhat reasonable um But also and looking at other um prices and other homes in the area um that are similar Um It is a little bit on the high end and I was wondering if you would consider um maybe settling for something a little bit lower closer to about 230,000",0,12.034
548,43,seller,"Oh I totally understand You know I'm going to be completely honest with you I've raised a family in this home and um you know I I I purchased it for a pretty high price and I think you know I've had discussions with my friends were real estate investors Um so I have set an asking price of 240,000 just because you know I'm planning on moving to a smaller a smaller place just because you know I'm not really in need um since my kids have gone off to college of this massive this massive house but",1,12.034
548,44,buyer,Um,0,12.034
548,45,seller,"I will say that you know this this is one of the nicest houses in the centennial park area And I personally think that it's favorably priced in comparison to comparable homes in Centerville because um as you probably know it's been several months since the last house was sold in this area so therefore like the asking price on a per square foot basis is going to be hired just because of the fact that you know this is a very desirable area to live I'm sure that people who are looking to you know When you're renting out the home people are going to want to stay here There are not a lot of places in centennial park to rent home So um I'm really hoping to get that 240,000 I don't know Um if if that might be something you could agree to What are your thoughts",1,12.034
548,46,buyer,"um Like I mentioned earlier uh Well actually thank you for sharing all that with me I really appreciate that Um I'm thinking about turning these into affordable housing units because um the as much as this area is totally like beautiful um It's also like becoming less accessible and I would love for low income families um to have access to space like this And so I'm working in a little bit of a budget um because I went to keep the price the location like like actually affordable for potential families that I want to rent it out to Um And um any like higher upstart costs for me would be like higher costs to future tenant which I wouldn't want to do Um And I think a middling price of 230,000 does not anyway The track from the value of the self like I said it has a lot of character it's immensely beautiful the area is beautiful um and I would really love to see a lot more diversity um in the in the families that are living here Um So that's just kind of where I'm coming from Um and and and asking for 230,000",0,12.034
548,47,seller,"Yeah Thank you Thank you for sharing that with me And like I think it is so such a beautiful idea to want to you know enable people who are lower income to move into this area Um It's a really nice area I think that's going to be hard but you know I love I love all of our neighbors and I think that anyone would really be able to enjoy this space Um As you probably know it's it's really a gorgeous home Um I I honestly I'm not gonna be able to do 230,000 I'm sorry Um I'm really hoping to get the 240,000 Um I think you know I mean I'm sure you know this um I think this information is available to you but you know the inside everything is newly decorated um 1846 sq ft of space Um four bedrooms I think it's a really gorgeous place You can rent it out to multiple people Um and get a lot of money for that I'm sure And there's so many restaurants and transportation that's within walking distance Um It's a really gorgeous place one of the nicest and centennial park I would say my lowest that I could do I really was Are you are you sure you couldn't do for you 240,000",1,12.034
548,48,buyer,Yeah I'm sorry like I said like I um I really want to turn this into affordable housing and um I know you like I like your certainly 100 correct I could rent this out It's a premium location beautiful building um in a beautiful area and get a lot of money of it but money isn't really about driving factor here Um I'm really passionate about affordable housing and I think like people regardless of income should be able to live and comfortable and safe and beautiful areas Um And so because of that I am operating on on a very um Like little budget um are not very little budget but things are a little bit tight Um and anything above 230 um isn't uh really all of that possible But is there if you were to lower the price some level what would be um reasonable for me And,0,12.034
548,49,seller,I'm really I'm so so I like really was not expecting to offer anything lower than 240 on Yeah You know if I really Sorry,1,12.034
548,50,buyer,how does Fine No sorry could continue,0,12.034
548,51,seller,No I'm just I'm not I like I don't know I I really like I have a family Like it's we need we need the money You,1,12.034
548,52,buyer,Mm,0,12.034
548,53,seller,know I,1,12.034
548,54,buyer,hmm,0,12.034
548,55,seller,said I'm moving to a smaller place but also like this is a really beautiful area and you clearly see that um I could do like I don't even know like maybe I could do 237 Yeah I can do 237 Yeah,1,12.034
548,56,buyer,How does 2 34 sounds,0,12.034
548,57,seller,Um I don't I don't think I could do that Uh Yeah I can't do that I'm sorry,1,12.034
548,58,buyer,No I'd really hate to walk away without some sort of agreement Um because I think both of us have like a an affinity for the space and um definitely want to see it going into um it's a good hand right And everyone to uh like definitely find um and definitely find a new owner who um well chairs to place as much as you will And I can promise you that um I will definitely keep up keep up the space as much as you and your family have endured it for your time here Um And I'd be willing to do to 35 because my max I'm so sorry,0,12.034
548,59,seller,Mm hmm If you I I really appreciate what you want 10ants who really care about cherishing this property And I want to just you know we'll add something to the centennial park area I think that if you if you were to if you decide you know if you're not renting and you decide that you want to sell this house to a family Um if you sell it to a family with kids I could do to 35 Would that be something that you might be able to do,1,12.034
548,60,buyer,so you'd rather um I I'm not keep it are transforming into um an affordable housing units but um purchase it and then resell it,0,12.034
548,61,seller,You,1,12.034
548,62,buyer,to,0,12.034
548,63,seller,know if you,1,12.034
548,64,buyer,um,0,12.034
548,65,seller,sorry if if you if you choose to um if you choose to allow people to rent it that's totally fine because I think you know it's great to have new people in the city but if you,1,12.034
548,66,buyer,Mhm,0,12.034
548,67,seller,choose to um if you choose to sell the house to a family to choose someone instead of just renting it out if you can sell it sell it to a family with kids that would be great If you could just promise me that,1,12.034
548,68,buyer,Oh definitely Um when when I am ready to sell it um I can definitely intentionally make sure that uh it goes to a family with,0,12.034
548,69,seller,Okay,1,12.034
548,70,buyer,kids,0,12.034
548,71,seller,"so do we have an agreement then The $235,000",1,12.034
548,72,buyer,I think we're there,0,12.034
550,0,buyer,I'm I'm really interested in in your house it looks really lovely,0,3.163
550,1,seller,that's good to you,1,3.163
550,2,buyer,Yeah,0,3.163
550,3,seller,So what do you like about the house,1,3.163
550,4,buyer,You know I think it's in a it's in a great location I like that it's got a good um backyard it's it's the right um it's the right size for what I'm looking for Um Yeah and so I've been doing some research on on similar,0,3.163
550,5,seller,Of course here,1,3.163
550,6,buyer,similar homes in the area,0,3.163
550,7,seller,Uh huh,1,3.163
550,8,buyer,"Um and I am willing to pay 20 Uh 22 why can't I say words $220,000",0,3.163
550,9,seller,Yeah,1,3.163
550,10,buyer,for it,0,3.163
550,11,seller,I mean as funny as that,1,3.163
550,12,buyer,Mhm,0,3.163
550,13,seller,is I can't like that's way too low you know I was looking at the high 240s,1,3.163
550,14,buyer,Mhm,0,3.163
550,15,seller,for this house I mean you got to do better than 220,1,3.163
550,16,buyer,mm Yeah I guess I'm curious what is having you price that that point so,0,3.163
550,17,seller,Okay,1,3.163
550,18,buyer,high I'm looking at another property that's a little bit larger and it's in the low to thirties so I'm curious what you feel makes it worth a to 40 80,0,3.163
550,19,seller,well it's had a new refurb recently Um It's got good central heating is close to schools close to all amenities which you will need,1,3.163
550,20,buyer,Mhm,0,3.163
550,21,seller,Um So it's to a very high standard It's got an amazing backyard,1,3.163
550,22,buyer,Mhm,0,3.163
550,23,seller,um and front yard obviously as well Um So I mean I couldn't move on the price a little bit but You need to come up from your to 20 as well,1,3.163
550,24,buyer,I see,0,3.163
550,25,seller,Yeah,1,3.163
550,26,buyer,Yeah No I I definitely appreciate the renovations that have been done I just I'm also working with the budget here myself this is my first investment and it's taken me a lot of work to get to this point So to 40 is going to be a little too high for me Um and I want to make sure that I'm considering my other options in the area Uh so I'd I'd definitely be able to come up to um probably I could I could do to 25,0,3.163
550,27,seller,Yeah that's only five K You know uh I've put so much work and effort into this house my own blood sweat and tears you know doing up this property to to the stand that it has at the moment I mean I'd be happy to maybe come down to like two 235 possibly you know um if that's something that you might consider,1,3.163
550,28,buyer,I think 235 is going to going to still be a little bit too high for me Um I was really you know stretching it My my top,0,3.163
550,29,seller,Well,1,3.163
550,30,buyer,end was going to be around 2:30 PM,0,3.163
550,31,seller,no I was really looking at 235 but it sounds like you are sort of ready to buy Um So I could I could let it go for 2:30 if we could shake on that and walk away Both both of us sort of happy,1,3.163
550,32,buyer,Yeah 2:30 I'm ready to put down that deposit today,0,3.163
